domain,path,method,operationId,summary,tags,x_sage_pathtitle,x_sage_professional_only,full_url_example,consumes,produces,source_file
Sop,/sop_incoterms,PUT,PutSOPIncoterms,SOP Incoterms,SOP Incoterms,SOP incoterms,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_incoterms,application/json,application/json,sop.json
Sop,/sop_incoterms/{Id},DELETE,DeleteSOPIncoterm,SOP Incoterm,SOP Incoterms,SOP incoterm,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_incoterms/{Id},,application/json,sop.json
Sop,/sop_incoterms/{Id},GET,GetSOPIncoterm,SOP Incoterm,SOP Incoterms,SOP incoterm,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_incoterms/{Id},,application/json,sop.json
Sop,/sop_incoterms/{Id},PUT,PutSOPIncoterm,SOP Incoterm,SOP Incoterms,SOP incoterm,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_incoterms/{Id},application/json,application/json,sop.json
Sop,/sop_intrastat_status_types,GET,GetSOPIntrastatStatusTypes,SOP Intrastat Status Types,SOP Intrastat Status Types,SOP intrastat status types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_intrastat_status_types,,application/json,sop.json
Sop,/sop_invoice_credit_types,GET,GetSOPInvoiceCreditTypes,SOP Invoice Credit Types,SOP Invoice Credit Types,SOP invoice credit types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_invoice_credit_types,,application/json,sop.json
Sop,/sop_order_despatch_line_views,GET,GetSOPOrderDespatchLineViews,SOP Despatch Line Views,SOP Order Despatch Line Views,SOP despatch line views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_despatch_line_views,,application/json,sop.json
Sop,/sop_order_despatch_views,GET,GetSOPOrderDespatchViews,SOP Despatch Note Views,SOP Order Despatch Views,SOP despatch note views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_despatch_views,,application/json,sop.json
Sop,/sop_order_entry_types,GET,GetSOPOrderEntryTypes,Sales Order Entry Types,SOP Order Entry Types,Sales order entry types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_entry_types,,application/json,sop.json
Sop,/sop_order_line_traceable_items,POST,PostSOPOrderLineTraceableItems,Sales Order Line Traceable Items,SOP Order Line Traceable Items,Sales order line traceable items,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_line_traceable_items,application/json,application/json,sop.json
Sop,/sop_order_line_views,GET,GetSOPOrderLineViews,SOP Order Line Views,SOP Order Line Views,SOP order line views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_line_views,,application/json,sop.json
Sop,/sop_order_lines/{Id},GET,GetSOPOrderline,Sales Order Line,SOP Order Lines,Sales order line,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_lines/{Id},,application/json,sop.json
Sop,/sop_order_payment_types,GET,GetSOPOrderPaymentTypes,SOP Order Payment Types,SOP Order Payment Types,SOP order payment types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_payment_types,,application/json,sop.json
Sop,/sop_order_return_invoice_credit_views,GET,GetSOPOrderInvoiceViews,Sales Order Return Invoice Credit Views,SOP Order Return Invoice Credit Views,Sales Order Return Invoice Credit Views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_return_invoice_credit_views,,application/json,sop.json
Sop,/sop_order_return_line_invoice_credit_views,GET,GetSOPOrderReturnLineInvoiceViews,Sales Order Return Line Invoice Credit Views,SOP Order Return Line Invoice Credit Views,Sales Order Return Line Invoice Credit Views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_return_line_invoice_credit_views,,application/json,sop.json
Sop,/sop_order_return_views,GET,GetSOPOrderReturnViews,SOP Order Return Views,SOP Order Return Views,SOP Order Return views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_order_return_views,,application/json,sop.json
Sop,/sop_orders,GET,GetSOPOrders,Sales Orders,SOP Orders,Sales orders,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders,,application/json,sop.json
Sop,/sop_orders,POST,PostSOPOrder,Sales Orders,SOP Orders,Sales orders,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders,application/json,application/json,sop.json
Sop,/sop_orders/{Id},DELETE,DeleteSOPOrder,Sales Order,SOP Orders,Sales order,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders/{Id},,application/json,sop.json
Sop,/sop_orders/{Id},GET,GetSOPOrder,Sales Order,SOP Orders,Sales order,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders/{Id},,application/json,sop.json
Sop,/sop_orders/{Id},PUT,PutSOPOrder,Sales Order,SOP Orders,Sales order,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders/{Id},application/json,application/json,sop.json
Sop,/sop_orders/{sopOrderId}/sop_order_lines,GET,GetSOPOrderLinesForSOPOrder,Sales Order Lines For A Sales Order,SOP Order Lines,Sales order lines for a sales order,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders/{sopOrderId}/sop_order_lines,,application/json,sop.json
Sop,/sop_orders/{sopOrderId}/sop_order_lines/{Id},GET,GetSOPOrderLineForSOPOrder,Sales Order Line From Sales Order,SOP Order Lines,Sales order line from sales order,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders/{sopOrderId}/sop_order_lines/{Id},,application/json,sop.json
Sop,/sop_orders_duplicate,POST,PostSOPOrdersDuplicate,Duplicate Sales Order,SOP Orders Duplicate,Duplicate sales order,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders_duplicate,application/json,application/json,sop.json
Sop,/sop_orders_new,POST,PostSOPOrdersNew,New Sales Order With Defaults,SOP Orders,New sales order with defaults,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders_new,application/json,application/json,sop.json
Sop,/sop_orders_new/{Id},PUT,PutSOPOrderNew,New Sales Order With Defaults,SOP Orders,New sales order with defaults,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders_new/{Id},application/json,application/json,sop.json
Sop,/sop_orders_status,POST,PostSOPOrdersStatus,SOP Orders Status,SOP Orders Status,SOP Orders Status,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_orders_status,application/json,application/json,sop.json
Sop,/sop_payment_methods,GET,GetSOPPaymentMethods,SOP Payment Methods,SOP Payment Methods,SOP payment methods,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_payment_methods,,application/json,sop.json
Sop,/sop_payment_methods/{Id},GET,GetSOPPaymentMethod,SOP Payment Method,SOP Payment Methods,SOP payment method,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_payment_methods/{Id},,application/json,sop.json
Sop,/sop_proforma_line_views,GET,GetSOPProformaLineViews,SOP Pro Forma Line Views,SOP Pro Forma Line Views,SOP pro forma line views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_proforma_line_views,,application/json,sop.json
Sop,/sop_quote_line_views,GET,GetSOPQuoteLineViews,SOP Quote Line Views,SOP Quote Line Views,SOP quote line views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quote_line_views,,application/json,sop.json
Sop,/sop_quote_views,GET,GetSOPQuoteViews,SOP Quote Views,SOP Quote Views,SOP quote views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quote_views,,application/json,sop.json
Sop,/sop_quotes,GET,GetSOPQuotes,Sales Quotes,SOP Quotes,Sales quotes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes,,application/json,sop.json
Sop,/sop_quotes,POST,PostSOPQuote,Sales Quotes,SOP Quotes,Sales quotes,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes,application/json,application/json,sop.json
Sop,/sop_quotes/{Id},DELETE,DeleteSOPQuote,Sales Quote,SOP Quotes,Sales quote,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes/{Id},,application/json,sop.json
Sop,/sop_quotes/{Id},GET,GetSOPQuote,Sales Quote,SOP Quotes,Sales quote,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes/{Id},,application/json,sop.json
Sop,/sop_quotes/{Id},PUT,PutSOPQuote,Sales Quote,SOP Quotes,Sales quote,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes/{Id},application/json,application/json,sop.json
Sop,/sop_quotes_duplicate,POST,PostSOPQuotesDuplicate,Duplicate Sales Quote,SOP Quotes Duplicate,Duplicate sales quote,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes_duplicate,application/json,application/json,sop.json
Sop,/sop_quotes_new,POST,PostSOPQuotesNew,New Sales Quote With Defaults,SOP Quotes,New sales quote with defaults,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes_new,application/json,application/json,sop.json
Sop,/sop_quotes_new/{Id},PUT,PutSOPQuoteNew,New Sales Quote With Defaults,SOP Quotes,New sales quote with defaults,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_quotes_new/{Id},application/json,application/json,sop.json
Sop,/sop_return_line_views,GET,GetSOPReturnLineViews,SOP Return Line Views,SOP Return Line Views,SOP return line views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_return_line_views,,application/json,sop.json
Sop,/sop_return_receipt_line_views,GET,GetSOPReturnReceiptLineViews,SOP Receipt Line Views,SOP Return Receipt Line Views,SOP receipt line views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_return_receipt_line_views,,application/json,sop.json
Sop,/sop_returns,GET,GetSOPReturns,Sales Returns,SOP Returns,Sales returns,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns,,application/json,sop.json
Sop,/sop_returns,POST,PostSOPReturn,Sales Returns,SOP Returns,Sales returns,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns,application/json,application/json,sop.json
Sop,/sop_returns/{Id},DELETE,DeleteSOPReturn,Sales Return,SOP Returns,Sales return,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns/{Id},,application/json,sop.json
Sop,/sop_returns/{Id},GET,GetSOPReturn,Sales Return,SOP Returns,Sales return,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns/{Id},,application/json,sop.json
Sop,/sop_returns/{Id},PUT,PutSOPReturn,Sales Return,SOP Returns,Sales return,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns/{Id},application/json,application/json,sop.json
Sop,/sop_returns_duplicate,POST,PostSOPReturnsDuplicate,Duplicate Sales Return,SOP Returns Duplicate,Duplicate sales return,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns_duplicate,application/json,application/json,sop.json
Sop,/sop_returns_new,POST,PostSOPReturnsNew,New Sales Return With Defaults,SOP Returns,New sales return with defaults,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns_new,application/json,application/json,sop.json
Sop,/sop_returns_new/{Id},PUT,PutSOPReturnNew,New Sales Return With Defaults,SOP Returns,New sales return with defaults,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns_new/{Id},application/json,application/json,sop.json
Sop,/sop_returns_status,POST,PostSOPReturnsStatus,SOP Returns Status,SOP Returns Status,SOP Returns Status,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_returns_status,application/json,application/json,sop.json
Sop,/sop_settings,GET,GetSOPSettings,SOP Settings,SOP Settings,SOP settings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_settings,,application/json,sop.json
Sop,/sop_settings/{Id},GET,GetSOPSetting,SOP Setting,SOP Settings,SOP setting,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_settings/{Id},,application/json,sop.json
Sop,/sop_show_on_picking_list_types,GET,GetSOPShowOnPickingListTypes,SOP Show On Picking List Types,SOP Show On Picking List Types,SOP show on picking list types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_show_on_picking_list_types,,application/json,sop.json
Sop,/sop_trade_line_status_types,GET,GetSOPTradeLineStatusTypes,Trade Line Status Types,SOP Trade Line Status Types,Trade line status types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_trade_line_status_types,,application/json,sop.json
Sop,/sop_user_permissions,GET,GetSOPUserPermissions,Invoice And Order User Permissions,SOP User Permissions,Invoice and order user permissions,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_user_permissions,,application/json,sop.json
Sop,/sop_user_permissions/{Id},GET,GetSOPUserPermission,Invoice And Order Permissions For A Single User,SOP User Permissions,Invoice and order permissions for a single user,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/sop_user_permissions/{Id},,application/json,sop.json
Sop,/suggested_products,POST,SuggestedProducts,Suggested Products,Suggested Products,Suggested products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/suggested_products,application/json,application/json,sop.json
Stock,/alternative_product_views,GET,GetAlternativeProductViews,Alternative Product Views,Alternative Product Views,Alternative Product views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/alternative_product_views,,application/json,stock.json
Stock,/alternative_products,GET,GetAlternativeProducts,Alternative Products,Alternative Products,Alternative products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/alternative_products,,application/json,stock.json
Stock,/alternative_products,POST,PostAlternativeProduct,Alternative Products,Alternative Products,Alternative products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/alternative_products,application/json,application/json,stock.json
Stock,/alternative_products/{Id},DELETE,DeleteAlternativeProduct,Alternative Product,Alternative Products,Alternative product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/alternative_products/{Id},,application/json,stock.json
Stock,/alternative_products/{Id},GET,GetAlternativeProduct,Alternative Product,Alternative Products,Alternative product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/alternative_products/{Id},,application/json,stock.json
Stock,/alternative_products/{Id},PUT,PutAlternativeProduct,Alternative Product,Alternative Products,Alternative product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/alternative_products/{Id},application/json,application/json,stock.json
Stock,/applies_to_status_types,GET,GetAppliesToStatusTypes,Applies To Status Types,Applies To Status Types,Applies to status types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/applies_to_status_types,,application/json,stock.json
Stock,/auto_generate_option_types,GET,GetAutoGenerateOptionTypes,Auto Generate Option Types,Auto Generate Option Types,Auto generate option types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/auto_generate_option_types,,application/json,stock.json
Stock,/auto_generate_separators,GET,GetAutoGenerateSeparators,Auto Generate Separators,Auto Generate Separators,Auto generate separators,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/auto_generate_separators,,application/json,stock.json
Stock,/auto_generate_separators/{Id},GET,GetAutoGenerateSeparator,Auto Generate Separator,Auto Generate Separators,Auto generate separator,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/auto_generate_separators/{Id},,application/json,stock.json
Stock,/bin_holdings,GET,GetBinHoldings,Bin Holdings,Bin Holdings,Bin holdings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bin_holdings,,application/json,stock.json
Stock,/bin_holdings,POST,PostBinHolding,Bin Holdings,Bin Holdings,Bin holdings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bin_holdings,application/json,application/json,stock.json
Stock,/bin_holdings/{Id},DELETE,DeleteBinHolding,Bin Holding,Bin Holdings,Bin holding,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bin_holdings/{Id},,application/json,stock.json
Stock,/bin_holdings/{Id},GET,GetBinHolding,Bin Holding,Bin Holdings,Bin holding,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bin_holdings/{Id},,application/json,stock.json
Stock,/bin_holdings/{Id},PUT,PutBinHolding,Bin Holding,Bin Holdings,Bin holding,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bin_holdings/{Id},application/json,application/json,stock.json
Stock,/bom_cost_heading_types,GET,GetBomCostHeadingTypes,BOM Cost Heading Types,Bom Cost Heading Types,BOM Cost Heading Types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bom_cost_heading_types,,application/json,stock.json
Stock,/bom_cost_headings,GET,GetBomCostHeadings,BOM Cost Headings,Bom Cost Headings,BOM Cost Headings,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bom_cost_headings,,application/json,stock.json
Stock,/bom_cost_headings/{Id},GET,GetBomCostHeading,BOM Cost Heading,Bom Cost Headings,BOM Cost Heading,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bom_cost_headings/{Id},,application/json,stock.json
Stock,/bom_item_types,GET,GetBOMItemTypes,Bill Of Materials Item Types,Bom Item Types,Bill of materials item types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/bom_item_types,,application/json,stock.json
Stock,/costing_method_types,GET,GetCostingMethodTypes,Costing Method Types,Costing Method Types,Costing method types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/costing_method_types,,application/json,stock.json
Stock,/cross_sell_product_views,GET,GetCrossSellProductViews,Cross Sell Product Views,Cross Sell Product Views,Cross Sell Product views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cross_sell_product_views,,application/json,stock.json
Stock,/cross_sell_products,GET,GetCrossSellProducts,Cross Sell Products,Cross Sell Products,Cross sell products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cross_sell_products,,application/json,stock.json
Stock,/cross_sell_products,POST,PostCrossSellProduct,Cross Sell Products,Cross Sell Products,Cross sell products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cross_sell_products,application/json,application/json,stock.json
Stock,/cross_sell_products/{Id},DELETE,DeleteCrossSellProduct,Cross Sell Product,Cross Sell Products,Cross sell product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cross_sell_products/{Id},,application/json,stock.json
Stock,/cross_sell_products/{Id},GET,GetCrossSellProduct,Cross Sell Product,Cross Sell Products,Cross sell product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cross_sell_products/{Id},,application/json,stock.json
Stock,/cross_sell_products/{Id},PUT,PutCrossSellProduct,Cross Sell Product,Cross Sell Products,Cross sell product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/cross_sell_products/{Id},application/json,application/json,stock.json
Stock,/discrepancy_status_types,GET,GetDiscrepancyStatusTypes,Discrepancy Status Types,Discrepancy Status Types,Discrepancy status types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/discrepancy_status_types,,application/json,stock.json
Stock,/entry_source_types,GET,GetEntrySourceTypes,Entry Source Types,Entry Source Types,Entry source types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/entry_source_types,,application/json,stock.json
Stock,/fulfilment_method_types,GET,GetFulfilmentMethodTypes,Fulfilment Method Types,Fulfilment Method Types,Fulfilment method types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/fulfilment_method_types,,application/json,stock.json
Stock,/fulfilment_sequence_types,GET,GetFulfilmentSequenceTypes,Fulfilment Sequence Types,Fulfilment Sequence Types,Fulfilment sequence types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/fulfilment_sequence_types,,application/json,stock.json
Stock,/internal_areas,GET,GetInternalAreas,Internal Areas,Internal Areas,Internal areas,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/internal_areas,,application/json,stock.json
Stock,/internal_areas/{Id},GET,GetInternalArea,Internal Area,Internal Areas,Internal area,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/internal_areas/{Id},,application/json,stock.json
Stock,/label_printing_option_types,GET,GetLabelPrintingOptionTypes,Label Printing Option Types,Label Printing Option Types,Label printing option types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/label_printing_option_types,,application/json,stock.json
Stock,/landed_costs_types,GET,GetLandedCostsTypes,Landed Costs Types,Landed Costs Types,Landed costs types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/landed_costs_types,,application/json,stock.json
Stock,/lookup_product_groups,GET,GetLookupProductGroups,Lookup Product Groups,Lookup Product Groups,Lookup Product Groups,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/lookup_product_groups,,application/json,stock.json
Stock,/lookup_products,GET,GetLookupProducts,Lookup Products,Lookup Products,Lookup Products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/lookup_products,,application/json,stock.json
Stock,/lookup_stock_item_units,GET,GetLookupStockItemUnits,Lookup Stock Item Units,Lookup Stock Item Units,Lookup Stock Item Units,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/lookup_stock_item_units,,application/json,stock.json
Stock,/pricing_source_types,GET,GetPricingSourceTypes,Pricing Source Types,Pricing Source Types,Pricing source types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/pricing_source_types,,application/json,stock.json
Stock,/product_customer_alert_views,GET,GetProductCustomerAlertViews,Product Customer Alert Views,Product Customer Alert Views,Product customer alert views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_customer_alert_views,,application/json,stock.json
Stock,/product_group_search_category_values,GET,GetProductGroupSearchCategoryValues,Product Group Search Category Values,Product Group Search Category Values,Product group search category values,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_group_search_category_values,,application/json,stock.json
Stock,/product_groups,GET,GetProductGroups,Product Groups,Product Groups,Product groups,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_groups,,application/json,stock.json
Stock,/product_groups/{Id},GET,GetProductGroup,Product Group,Product Groups,Product group,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_groups/{Id},,application/json,stock.json
Stock,/product_groups/{productGroupId}/products,GET,GetProductsForProductGroup,Products For Product Group,Products,Products for product group,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_groups/{productGroupId}/products,,application/json,stock.json
Stock,/product_memos,GET,GetProductMemos,Product Memos,Product Memos,Product memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_memos,,application/json,stock.json
Stock,/product_memos,POST,PostProductMemo,Product Memos,Product Memos,Product memos,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_memos,application/json,application/json,stock.json
Stock,/product_memos/{Id},DELETE,DeleteProductMemo,Product Memo,Product Memos,Product memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_memos/{Id},,application/json,stock.json
Stock,/product_memos/{Id},GET,GetProductMemo,Product Memo,Product Memos,Product memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_memos/{Id},,application/json,stock.json
Stock,/product_memos/{Id},PUT,PutProductMemo,Product Memo,Product Memos,Product memo,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_memos/{Id},application/json,application/json,stock.json
Stock,/product_purchase_figures/{Id},GET,GetProductPurchaseFigures,Product Purchase Figure,Product Purchase Figures,Product purchase figure,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_purchase_figures/{Id},,application/json,stock.json
Stock,/product_sales_figures/{Id},GET,GetProductSalesFigures,Product Sales Figure,Product Sales Figures,Product sales figure,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_sales_figures/{Id},,application/json,stock.json
Stock,/product_search,POST,PostProductSearch,Product Search,Product Search,Product search,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_search,application/json,application/json,stock.json
Stock,/product_search_types,GET,GetProductSearchTypes,Product Search Types,Product Search Types,Product search types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_search_types,,application/json,stock.json
Stock,/product_status_types,GET,GetProductStatusTypes,Product Status Types,Product Status Types,Product status types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_status_types,,application/json,stock.json
Stock,/product_supplier_alert_views,GET,GetProductSupplierAlertViews,Product Supplier Alert Views,Product Supplier Alert Views,Product supplier alert views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_supplier_alert_views,,application/json,stock.json
Stock,/product_suppliers,GET,GetProductSuppliers,Product Suppliers,Product Suppliers,Product suppliers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_suppliers,,application/json,stock.json
Stock,/product_suppliers,POST,PostProductSupplier,Product Suppliers,Product Suppliers,Product suppliers,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_suppliers,application/json,application/json,stock.json
Stock,/product_suppliers/{Id},DELETE,DeleteProductSupplier,Product Supplier,Product Suppliers,Product supplier,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_suppliers/{Id},,application/json,stock.json
Stock,/product_suppliers/{Id},GET,GetProductSupplier,Product Supplier,Product Suppliers,Product supplier,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_suppliers/{Id},,application/json,stock.json
Stock,/product_suppliers/{Id},PUT,PutProductSupplier,Product Supplier,Product Suppliers,Product supplier,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_suppliers/{Id},application/json,application/json,stock.json
Stock,/product_transaction_group_types,GET,GetProductTransactionGroupTypes,Product Transaction Group Types,Product Transaction Group Types,Product transaction group types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_transaction_group_types,,application/json,stock.json
Stock,/product_transaction_types,GET,GetProductTransactionTypes,Product Transaction Types,Product Transaction Types,Product transaction types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_transaction_types,,application/json,stock.json
Stock,/product_transaction_views,GET,GetProductTransactionViews,Product Transaction Views,Product Transaction Views,Product transaction views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_transaction_views,,application/json,stock.json
Stock,/product_transactions/{traceableHistoryId}/traceable_item_transactions,GET,GetTransactionsForTraceableHistory,Traceable Item Details For A Product Traceable History Record,Traceable Item Transactions,Traceable item details for a product traceable history record,TRUE,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_transactions/{traceableHistoryId}/traceable_item_transactions,,application/json,stock.json
Stock,/product_types,GET,GetProductTypes,Product Types,Product Types,Product types,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_types,,application/json,stock.json
Stock,/product_views,GET,GetProductViews,Product Views,Product Views,Product views,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_views,,application/json,stock.json
Stock,/product_warehouse_bin_views,GET,GetProductWarehouseBinViews,Warehouses And Bins For A Product View,Product Warehouse Bin Views,Warehouses and Bins for a product view,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_warehouse_bin_views,,application/json,stock.json
Stock,/product_warehouse_views,GET,GetProductWarehouseViews,Warehouses For A Product View,Product Warehouse Views,Warehouses for a product view,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/product_warehouse_views,,application/json,stock.json
Stock,/products,GET,GetProducts,Products,Products,Products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/products,,application/json,stock.json
Stock,/products,POST,PostProduct,Products,Products,Products,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/products,application/json,application/json,stock.json
Stock,/products/{Id},DELETE,DeleteProduct,Product,Products,Product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/products/{Id},,application/json,stock.json
Stock,/products/{Id},GET,GetProduct,Product,Products,Product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/products/{Id},,application/json,stock.json
Stock,/products/{Id},PUT,PutProduct,Product,Products,Product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/products/{Id},application/json,application/json,stock.json
Stock,/products/{productId}/bin_holdings,GET,GetBinHoldingsForProduct,Bin Holdings For Product,Bin Holdings,Bin holdings for product,,https://api.columbus.sage.com/uk/sage200extra/accounts/v1/products/{productId}/bin_holdings,,application/json,stock.json
